siteID,country,species,commonName,category
131,Germany,Field grass,Field grass,Forbs
131,Germany,Rapeseed,Rapeseed,Forbs
171,Germany,Triticum aestivum,Common Wheat,Forbs
132,Germany,Medicago sativa,Alfalfa,Forbs
132,Germany,Malus domestica,Apple,Trees
132,Germany,Juglans nigra,Black Walnut,Trees
132,Germany,Rubus fruticosus,Blackberry,Shrubs
132,Germany,Sambucus nigra,Elder,Shrubs
132,Germany,Field grass,Field grass,Forbs
132,Germany,Pyrus communis,Pear,Trees
132,Germany,Prunus domestica,Plum,Trees
132,Germany,Populus spp.,Poplar,Trees
132,Germany,Rubus idaeus,Raspberry,Shrubs
132,Germany,Castanea sativa,Sweet Chestnut,Trees
132,Germany,Prunus avium,Wild Cherry,Trees
133,Germany,Alnus spp.,Alder (general),Trees
133,Germany,Juglans nigra,Black Walnut,Trees
133,Germany,Corylus avellana,European Hazel,Shrubs
133,Germany,Populus spp.,Poplar,Trees
133,Germany,Sorbus aria,Whitebeam,Trees
133,Germany,Prunus avium,Wild Cherry,Trees
251,Germany,Cormus domestica,Service Tree,Trees
133,Germany,Salix spp.,Willow,Trees
134,Germany,Medicago sativa,Alfalfa,Forbs
134,Germany,Juglans nigra,Black Walnut,Trees
134,Germany,Prunus spinosa,Blackthorn,Shrubs
134,Germany,Corn,Corn,Forbs
134,Germany,Rosa canina,Dog Rose,Shrubs
134,Germany,Cornus spp.,Dogwood,Shrubs
134,Germany,Sambucus nigra,Elder,Shrubs
134,Germany,Corylus avellana,European Hazel,Shrubs
134,Germany,Field beans,Field beans,Forbs
134,Germany,Grain peas,Grain peas,Forbs
134,Germany,Crataegus spp.,Hawthorn,Shrubs
134,Germany,Zea mays,Maize,Forbs
134,Germany,Populus spp.,Poplar,Trees
134,Germany,Secale cereale,Rye,Forbs
134,Germany,Sugar beet,Sugar Beet,Forbs
134,Germany,Sunflower,Sunflower,Forbs
173,Germany,Triticum aestivum,Common Wheat,Forbs
134,Germany,Salix spp.,Willow,Trees
135,Germany,Juglans nigra,Black Walnut,Trees
135,Germany,Corylus avellana,European Hazel,Shrubs
135,Germany,Prunus domestica,Plum,Trees
135,Germany,Populus spp.,Poplar,Trees
135,Germany,Sorbus aucuparia,Rowan,Trees
135,Germany,Castanea sativa,Sweet Chestnut,Trees
135,Germany,Prunus avium,Wild Cherry,Trees
265,Germany,Cormus domestica,Service Tree,Trees
136,Germany,Populus spp.,Poplar,Trees
176,Germany,Triticum aestivum,Common Wheat,Forbs
137,Germany,Barley,Barley,Forbs
137,Germany,Populus spp.,Poplar,Trees
137,Germany,Rapeseed,Rapeseed,Forbs
177,Germany,Triticum aestivum,Common Wheat,Forbs
138,Germany,Crataegus monogyna,Common Hawthorn,Shrubs
138,Germany,Cornus mas,Cornelian Cherry,Shrubs
138,Germany,Sambucus nigra,Elder,Shrubs
138,Germany,Corylus avellana,European Hazel,Shrubs
138,Germany,Salix caprea,Goat Willow,Shrubs
138,Germany,Viburnum opulus,Guelder-rose,Shrubs
138,Germany,Acer spp.,Maple,Trees
138,Germany,Crataegus laevigata,Midland Hawthorn,Shrubs
138,Germany,Quercus robur,Pedunculate Oak,Trees
138,Germany,Juglans regia,Persian Walnut,Trees
138,Germany,Populus spp.,Poplar,Trees
274,Germany,Cormus domestica,Service Tree,Trees
138,Germany,Tilia cordata,Small-leaved Lime,Trees
138,Germany,Amelanchier lamarckii,Snowy Mespilus,Shrubs
138,Germany,Amelanchier ovalis,Snowy Mespilus,Shrubs
138,Germany,Castanea sativa,Sweet Chestnut,Trees
138,Germany,Viburnum lantana,Wayfaring-tree,Shrubs
138,Germany,Sorbus aria,Whitebeam,Trees
138,Germany,Prunus avium,Wild Cherry,Trees
288,Germany,Cormus domestica,Service Tree,Trees
139,Germany,Medicago sativa,Alfalfa,Forbs
139,Germany,Field grass,Field grass,Forbs
139,Germany,Avena sativa,Oats,Forbs
139,Germany,Populus spp.,Poplar,Trees
139,Germany,Solanum tuberosum,Potatoes,Forbs
140,Germany,Malus domestica,Apple,Trees
140,Germany,Rubus fruticosus,Blackberry,Shrubs
140,Germany,Vaccinium spp.,Blueberry,Shrubs
140,Germany,Pyrus communis,Pear,Trees
140,Germany,Prunus domestica,Plum,Trees
140,Germany,Rubus idaeus,Raspberry,Shrubs
140,Germany,Castanea sativa,Sweet Chestnut,Trees
140,Germany,Vegetables,Vegetables,Forbs
140,Germany,Prunus avium,Wild Cherry,Trees
160,Germany,Alnus spp.,Alder (general),Trees
141,Germany,Juglans nigra,Black Walnut,Trees
141,Germany,Cornus mas,Cornelian Cherry,Shrubs
141,Germany,Sambucus nigra,Elder,Shrubs
141,Germany,Corylus avellana,European Hazel,Shrubs
141,Germany,Crataegus spp.,Hawthorn,Shrubs
141,Germany,Pyrus communis,Pear,Trees
141,Germany,Populus spp.,Poplar,Trees
141,Germany,Sorbus aucuparia,Rowan,Trees
290,Germany,Cormus domestica,Service Tree,Trees
317,Belgium,Cormus domestica,Service Tree,Trees
141,Germany,Salix spp.,Willow,Trees
142,Germany,Medicago sativa,Alfalfa,Forbs
142,Germany,Populus spp.,Poplar,Trees
142,Germany,Solanum tuberosum,Potatoes,Forbs
142,Germany,Vegetables,Vegetables,Forbs
178,Germany,Triticum aestivum,Common Wheat,Forbs
143,Germany,Malus domestica,Apple,Trees
143,Germany,Juglans nigra,Black Walnut,Trees
143,Germany,Corylus avellana,European Hazel,Shrubs
143,Germany,Pyrus communis,Pear,Trees
143,Germany,Rubus idaeus,Raspberry,Shrubs
143,Germany,Hippophae rhamnoides,Sea-buckthorn,Shrubs
143,Germany,Castanea sativa,Sweet Chestnut,Trees
143,Germany,Vegetables,Vegetables,Forbs
144,Germany,Malus domestica,Apple,Trees
144,Germany,Sambucus nigra,Elder,Shrubs
144,Germany,Vegetables,Vegetables,Forbs
145,Germany,Malus domestica,Apple,Trees
145,Germany,Fraxinus spp.,Ash,Trees
145,Germany,Juglans nigra,Black Walnut,Trees
145,Germany,Rubus fruticosus,Blackberry,Shrubs
145,Germany,Rosa canina,Dog Rose,Shrubs
145,Germany,Sambucus nigra,Elder,Shrubs
145,Germany,Carpinus betulus,European Hornbeam,Trees
145,Germany,Crataegus spp.,Hawthorn,Shrubs
145,Germany,Acer spp.,Maple,Trees
145,Germany,Quercus spp.,Oak,Trees
145,Germany,Pyrus communis,Pear,Trees
145,Germany,Prunus domestica,Plum,Trees
145,Germany,Rubus idaeus,Raspberry,Shrubs
145,Germany,Sorbus aucuparia,Rowan,Trees
145,Germany,Amelanchier lamarckii,Snowy Mespilus,Shrubs
145,Germany,Castanea sativa,Sweet Chestnut,Trees
146,Germany,Carpinus betulus,European Hornbeam,Trees
146,Germany,Crataegus spp.,Hawthorn,Shrubs
146,Germany,Amelanchier lamarckii,Snowy Mespilus,Shrubs
147,Germany,Cornus mas,Cornelian Cherry,Shrubs
147,Germany,Cornus spp.,Dogwood,Shrubs
147,Germany,Sambucus nigra,Elder,Shrubs
147,Germany,Malus sylvestris,European Crab Apple,Trees
147,Germany,Corylus avellana,European Hazel,Shrubs
147,Germany,Carpinus betulus,European Hornbeam,Trees
147,Germany,Lonicera xylosteum,Fly Honeysuckle,Shrubs
147,Germany,Crataegus spp.,Hawthorn,Shrubs
147,Germany,Acer spp.,Maple,Trees
147,Germany,Amelanchier lamarckii,Snowy Mespilus,Shrubs
147,Germany,Salix spp.,Willow,Trees
148,Germany,Rubus fruticosus,Blackberry,Shrubs
148,Germany,Populus spp.,Poplar,Trees
148,Germany,Rubus idaeus,Raspberry,Shrubs
149,Germany,Medicago sativa,Alfalfa,Forbs
149,Germany,Malus domestica,Apple,Trees
149,Germany,Juglans nigra,Black Walnut,Trees
149,Germany,Corn,Corn,Forbs
149,Germany,Sambucus nigra,Elder,Shrubs
149,Germany,Field beans,Field beans,Forbs
149,Germany,Field grass,Field grass,Forbs
149,Germany,Zea mays,Maize,Forbs
149,Germany,Avena sativa,Oats,Forbs
149,Germany,Populus spp.,Poplar,Trees
149,Germany,Solanum tuberosum,Potatoes,Forbs
343,Germany,Cormus domestica,Service Tree,Trees
179,Germany,Triticum aestivum,Common Wheat,Forbs
149,Germany,Prunus avium,Wild Cherry,Trees
345,Germany,Cormus domestica,Service Tree,Trees
150,Germany,Malus domestica,Apple,Trees
150,Germany,Juglans nigra,Black Walnut,Trees
150,Germany,Sambucus nigra,Elder,Shrubs
150,Germany,Pyrus communis,Pear,Trees
150,Germany,Populus spp.,Poplar,Trees
150,Germany,Solanum tuberosum,Potatoes,Forbs
346,Germany,Cormus domestica,Service Tree,Trees
150,Germany,Prunus avium,Wild Cherry,Trees
350,Germany,Cormus domestica,Service Tree,Trees
164,Germany,Alnus spp.,Alder (general),Trees
151,Germany,Malus domestica,Apple,Trees
151,Germany,Fraxinus spp.,Ash,Trees
151,Germany,Robinia pseudoacacia,Black Locust,Trees
151,Germany,Juglans nigra,Black Walnut,Trees
151,Germany,Rosa canina,Dog Rose,Shrubs
151,Germany,Cornus spp.,Dogwood,Shrubs
151,Germany,Sambucus nigra,Elder,Shrubs
151,Germany,Ulmus spp.,Elm,Trees
151,Germany,Corylus avellana,European Hazel,Shrubs
151,Germany,Field grass,Field grass,Forbs
151,Germany,Lonicera xylosteum,Fly Honeysuckle,Shrubs
151,Germany,Crataegus spp.,Hawthorn,Shrubs
151,Germany,Acer spp.,Maple,Trees
151,Germany,Avena sativa,Oats,Forbs
151,Germany,Prunus domestica,Plum,Trees
151,Germany,Solanum tuberosum,Potatoes,Forbs
151,Germany,Sorbus aucuparia,Rowan,Trees
151,Germany,Secale cereale,Rye,Forbs
151,Germany,Amelanchier lamarckii,Snowy Mespilus,Shrubs
151,Germany,Castanea sativa,Sweet Chestnut,Trees
151,Germany,Vegetables,Vegetables,Forbs
181,Italy,Triticum aestivum,Common Wheat,Forbs
151,Germany,Salix spp.,Willow,Trees
152,Germany,Cornus mas,Cornelian Cherry,Shrubs
152,Germany,Sambucus nigra,Elder,Shrubs
152,Germany,Hippophae rhamnoides,Sea-buckthorn,Shrubs
152,Germany,Castanea sativa,Sweet Chestnut,Trees
153,Germany,Malus domestica,Apple,Trees
153,Germany,Prunus spinosa,Blackthorn,Shrubs
153,Germany,Cornus mas,Cornelian Cherry,Shrubs
153,Germany,Rosa canina,Dog Rose,Shrubs
153,Germany,Sambucus nigra,Elder,Shrubs
153,Germany,Corylus avellana,European Hazel,Shrubs
153,Germany,Rubus idaeus,Raspberry,Shrubs
153,Germany,Hippophae rhamnoides,Sea-buckthorn,Shrubs
153,Germany,Vegetables,Vegetables,Forbs
153,Germany,Prunus avium,Wild Cherry,Trees
153,Germany,Salix spp.,Willow,Trees
154,Germany,Malus domestica,Apple,Trees
154,Germany,Corylus avellana,European Hazel,Shrubs
154,Germany,Carpinus betulus,European Hornbeam,Trees
154,Germany,Pyrus communis,Pear,Trees
154,Germany,Prunus domestica,Plum,Trees
154,Germany,Rubus idaeus,Raspberry,Shrubs
154,Germany,Sorbus aucuparia,Rowan,Trees
154,Germany,Prunus avium,Wild Cherry,Trees
154,Germany,Salix spp.,Willow,Trees
155,Germany,Corylus avellana,European Hazel,Shrubs
155,Germany,Carpinus betulus,European Hornbeam,Trees
155,Germany,Acer spp.,Maple,Trees
155,Germany,Pyrus communis,Pear,Trees
155,Germany,Sorbus aucuparia,Rowan,Trees
155,Germany,Castanea sativa,Sweet Chestnut,Trees
155,Germany,Salix spp.,Willow,Trees
156,Germany,Corylus avellana,European Hazel,Shrubs
156,Germany,Rubus idaeus,Raspberry,Shrubs
156,Germany,Castanea sativa,Sweet Chestnut,Trees
352,Germany,Cormus domestica,Service Tree,Trees
156,Germany,Salix spp.,Willow,Trees
157,Germany,Malus domestica,Apple,Trees
157,Germany,Juglans nigra,Black Walnut,Trees
157,Germany,Corylus avellana,European Hazel,Shrubs
157,Germany,Carpinus betulus,European Hornbeam,Trees
157,Germany,Salix spp.,Willow,Trees
158,Germany,Juglans nigra,Black Walnut,Trees
158,Germany,Cornus spp.,Dogwood,Shrubs
158,Germany,Sambucus nigra,Elder,Shrubs
158,Germany,Ulmus spp.,Elm,Trees
158,Germany,Carpinus betulus,European Hornbeam,Trees
158,Germany,Tilia spp.,Lime,Trees
158,Germany,Acer spp.,Maple,Trees
158,Germany,Rubus idaeus,Raspberry,Shrubs
158,Germany,Sorbus aucuparia,Rowan,Trees
9,France,Cormus domestica,Service Tree,Trees
158,Germany,Sorbus aria,Whitebeam,Trees
78,Belgium,Sorbus hybrida,Swedish Service Tree,Trees
158,Germany,Salix spp.,Willow,Trees
159,Germany,Malus domestica,Apple,Trees
159,Germany,Juglans nigra,Black Walnut,Trees
159,Germany,Cornus spp.,Dogwood,Shrubs
159,Germany,Sambucus nigra,Elder,Shrubs
159,Germany,Ulmus spp.,Elm,Trees
159,Germany,Carpinus betulus,European Hornbeam,Trees
159,Germany,Tilia spp.,Lime,Trees
159,Germany,Acer spp.,Maple,Trees
159,Germany,Pyrus communis,Pear,Trees
159,Germany,Sorbus aucuparia,Rowan,Trees
58,Hungary,Sorbus torminalis,Wild Service Tree,Trees
159,Germany,Amelanchier lamarckii,Snowy Mespilus,Shrubs
159,Germany,Castanea sativa,Sweet Chestnut,Trees
159,Germany,Sorbus aria,Whitebeam,Trees
96,Belgium,Sorbus torminalis,Wild Service Tree,Trees
159,Germany,Salix spp.,Willow,Trees
167,Germany,Alnus spp.,Alder (general),Trees
160,Germany,Malus domestica,Apple,Trees
160,Germany,Betula spp.,Birch,Trees
160,Germany,Sambucus nigra,Elder,Shrubs
160,Germany,Corylus avellana,European Hazel,Shrubs
160,Germany,Tilia spp.,Lime,Trees
160,Germany,Acer spp.,Maple,Trees
160,Germany,Pyrus communis,Pear,Trees
160,Germany,Prunus domestica,Plum,Trees
160,Germany,Populus spp.,Poplar,Trees
160,Germany,Rubus idaeus,Raspberry,Shrubs
160,Germany,Sorbus aucuparia,Rowan,Trees
160,Germany,Vegetables,Vegetables,Forbs
160,Germany,Prunus avium,Wild Cherry,Trees
160,Germany,Salix spp.,Willow,Trees
161,Germany,Medicago sativa,Alfalfa,Forbs
161,Germany,Juglans nigra,Black Walnut,Trees
161,Germany,Tilia spp.,Lime,Trees
161,Germany,Acer spp.,Maple,Trees
161,Germany,Quercus spp.,Oak,Trees
161,Germany,Avena sativa,Oats,Forbs
161,Germany,Pyrus communis,Pear,Trees
161,Germany,Rapeseed,Rapeseed,Forbs
161,Germany,Secale cereale,Rye,Forbs
104,Germany,Sorbus torminalis,Wild Service Tree,Trees
185,UK,Triticum aestivum,Common Wheat,Forbs
161,Germany,Prunus avium,Wild Cherry,Trees
105,Germany,Sorbus torminalis,Wild Service Tree,Trees
162,Germany,Prunus padus,Bird Cherry,Trees
162,Germany,Juglans nigra,Black Walnut,Trees
162,Germany,Cornus mas,Cornelian Cherry,Shrubs
162,Germany,Cornus spp.,Dogwood,Shrubs
162,Germany,Sambucus nigra,Elder,Shrubs
162,Germany,Corylus avellana,European Hazel,Shrubs
162,Germany,Lonicera xylosteum,Fly Honeysuckle,Shrubs
162,Germany,Acer spp.,Maple,Trees
162,Germany,Populus spp.,Poplar,Trees
162,Germany,Rubus idaeus,Raspberry,Shrubs
162,Germany,Castanea sativa,Sweet Chestnut,Trees
162,Germany,Salix spp.,Willow,Trees
163,Germany,Medicago sativa,Alfalfa,Forbs
163,Germany,Barley,Barley,Forbs
163,Germany,Field beans,Field beans,Forbs
163,Germany,Field grass,Field grass,Forbs
163,Germany,Tilia spp.,Lime,Trees
163,Germany,Avena sativa,Oats,Forbs
163,Germany,Pyrus communis,Pear,Trees
163,Germany,Solanum tuberosum,Potatoes,Forbs
163,Germany,Secale cereale,Rye,Forbs
107,Germany,Sorbus torminalis,Wild Service Tree,Trees
192,UK,Triticum aestivum,Common Wheat,Forbs
163,Germany,Prunus avium,Wild Cherry,Trees
108,Germany,Sorbus torminalis,Wild Service Tree,Trees
174,Germany,Alnus spp.,Alder (general),Trees
164,Germany,Malus domestica,Apple,Trees
164,Germany,Fraxinus spp.,Ash,Trees
164,Germany,Betula spp.,Birch,Trees
164,Germany,Juglans nigra,Black Walnut,Trees
164,Germany,Cornus mas,Cornelian Cherry,Shrubs
164,Germany,Ulmus spp.,Elm,Trees
164,Germany,Corylus avellana,European Hazel,Shrubs
164,Germany,Acer spp.,Maple,Trees
164,Germany,Quercus spp.,Oak,Trees
164,Germany,Pyrus communis,Pear,Trees
164,Germany,Prunus domestica,Plum,Trees
164,Germany,Populus spp.,Poplar,Trees
164,Germany,Rubus idaeus,Raspberry,Shrubs
164,Germany,Sorbus aucuparia,Rowan,Trees
164,Germany,Hippophae rhamnoides,Sea-buckthorn,Shrubs
113,Germany,Sorbus torminalis,Wild Service Tree,Trees
164,Germany,Amelanchier lamarckii,Snowy Mespilus,Shrubs
164,Germany,Castanea sativa,Sweet Chestnut,Trees
115,Germany,Sorbus torminalis,Wild Service Tree,Trees
164,Germany,Salix spp.,Willow,Trees
165,Germany,Juglans nigra,Black Walnut,Trees
165,Germany,Sambucus nigra,Elder,Shrubs
165,Germany,Pyrus communis,Pear,Trees
165,Germany,Prunus domestica,Plum,Trees
166,Germany,Juglans nigra,Black Walnut,Trees
166,Germany,Corn,Corn,Forbs
166,Germany,Zea mays,Maize,Forbs
166,Germany,Acer spp.,Maple,Trees
118,Germany,Sorbus torminalis,Wild Service Tree,Trees
166,Germany,Sunflower,Sunflower,Forbs
121,Germany,Sorbus torminalis,Wild Service Tree,Trees
175,Germany,Alnus spp.,Alder (general),Trees
167,Germany,Malus domestica,Apple,Trees
167,Germany,Robinia pseudoacacia,Black Locust,Trees
167,Germany,Juglans nigra,Black Walnut,Trees
167,Germany,Rosa canina,Dog Rose,Shrubs
167,Germany,Sambucus nigra,Elder,Shrubs
167,Germany,Malus sylvestris,European Crab Apple,Trees
167,Germany,Pyrus communis,Pear,Trees
167,Germany,Pyrus communis,Pear,Trees
167,Germany,Prunus domestica,Plum,Trees
168,Germany,Corylus avellana,European Hazel,Shrubs
168,Germany,Carpinus betulus,European Hornbeam,Trees
168,Germany,Quercus spp.,Oak,Trees
168,Germany,Hippophae rhamnoides,Sea-buckthorn,Shrubs
169,Germany,Malus domestica,Apple,Trees
169,Germany,Sambucus nigra,Elder,Shrubs
169,Germany,Quercus spp.,Oak,Trees
169,Germany,Pyrus communis,Pear,Trees
169,Germany,Prunus domestica,Plum,Trees
169,Germany,Prunus avium,Wild Cherry,Trees
170,Germany,Malus domestica,Apple,Trees
170,Germany,Solanum tuberosum,Potatoes,Forbs
171,Germany,Malus domestica,Apple,Trees
304,UK,Triticum aestivum,Common Wheat,Forbs
172,Germany,Malus domestica,Apple,Trees
172,Germany,Prunus spinosa,Blackthorn,Shrubs
172,Germany,Rosa canina,Dog Rose,Shrubs
172,Germany,Sambucus nigra,Elder,Shrubs
172,Germany,Corylus avellana,European Hazel,Shrubs
172,Germany,Carpinus betulus,European Hornbeam,Trees
172,Germany,Crataegus spp.,Hawthorn,Shrubs
172,Germany,Quercus spp.,Oak,Trees
172,Germany,Pyrus communis,Pear,Trees
172,Germany,Prunus domestica,Plum,Trees
172,Germany,Sorbus aucuparia,Rowan,Trees
172,Germany,Prunus avium,Wild Cherry,Trees
173,Germany,Populus spp.,Poplar,Trees
173,Germany,Secale cereale,Rye,Forbs
306,UK,Triticum aestivum,Common Wheat,Forbs
180,Czechia,Alnus spp.,Alder (general),Trees
174,Germany,Malus domestica,Apple,Trees
174,Germany,Rubus fruticosus,Blackberry,Shrubs
174,Germany,Prunus spinosa,Blackthorn,Shrubs
174,Germany,Rosa canina,Dog Rose,Shrubs
174,Germany,Sambucus nigra,Elder,Shrubs
174,Germany,Corylus avellana,European Hazel,Shrubs
174,Germany,Crataegus spp.,Hawthorn,Shrubs
174,Germany,Pyrus communis,Pear,Trees
174,Germany,Prunus domestica,Plum,Trees
174,Germany,Rubus idaeus,Raspberry,Shrubs
174,Germany,Hippophae rhamnoides,Sea-buckthorn,Shrubs
183,UK,Alnus spp.,Alder (general),Trees
175,Germany,Juglans nigra,Black Walnut,Trees
175,Germany,Rosa canina,Dog Rose,Shrubs
175,Germany,Sambucus nigra,Elder,Shrubs
175,Germany,Ulmus spp.,Elm,Trees
175,Germany,Crataegus spp.,Hawthorn,Shrubs
175,Germany,Acer spp.,Maple,Trees
175,Germany,Populus spp.,Poplar,Trees
175,Germany,Sorbus aucuparia,Rowan,Trees
175,Germany,Amelanchier lamarckii,Snowy Mespilus,Shrubs
175,Germany,Castanea sativa,Sweet Chestnut,Trees
176,Germany,Fraxinus spp.,Ash,Trees
176,Germany,Betula spp.,Birch,Trees
176,Germany,Robinia pseudoacacia,Black Locust,Trees
176,Germany,Juglans nigra,Black Walnut,Trees
176,Germany,Corn,Corn,Forbs
176,Germany,Ulmus spp.,Elm,Trees
176,Germany,Tilia spp.,Lime,Trees
176,Germany,Zea mays,Maize,Forbs
176,Germany,Acer spp.,Maple,Trees
176,Germany,Avena sativa,Oats,Forbs
176,Germany,Pyrus communis,Pear,Trees
176,Germany,Solanum tuberosum,Potatoes,Forbs
176,Germany,Secale cereale,Rye,Forbs
122,Germany,Sorbus torminalis,Wild Service Tree,Trees
176,Germany,Castanea sativa,Sweet Chestnut,Trees
307,UK,Triticum aestivum,Common Wheat,Forbs
176,Germany,Prunus avium,Wild Cherry,Trees
124,Germany,Sorbus torminalis,Wild Service Tree,Trees
177,Germany,Barley,Barley,Forbs
177,Germany,Juglans nigra,Black Walnut,Trees
177,Germany,Corn,Corn,Forbs
177,Germany,Tilia spp.,Lime,Trees
177,Germany,Zea mays,Maize,Forbs
177,Germany,Acer spp.,Maple,Trees
177,Germany,Quercus spp.,Oak,Trees
177,Germany,Rapeseed,Rapeseed,Forbs
177,Germany,Castanea sativa,Sweet Chestnut,Trees
308,UK,Triticum aestivum,Common Wheat,Forbs
177,Germany,Prunus avium,Wild Cherry,Trees
129,Germany,Sorbus torminalis,Wild Service Tree,Trees
178,Germany,Medicago sativa,Alfalfa,Forbs
178,Germany,Malus domestica,Apple,Trees
178,Germany,Barley,Barley,Forbs
178,Germany,Betula spp.,Birch,Trees
178,Germany,Prunus padus,Bird Cherry,Trees
178,Germany,Prunus spinosa,Blackthorn,Shrubs
178,Germany,Cornus mas,Cornelian Cherry,Shrubs
178,Germany,Rosa canina,Dog Rose,Shrubs
178,Germany,Cornus spp.,Dogwood,Shrubs
178,Germany,Sambucus nigra,Elder,Shrubs
178,Germany,Ulmus spp.,Elm,Trees
178,Germany,Corylus avellana,European Hazel,Shrubs
178,Germany,Carpinus betulus,European Hornbeam,Trees
178,Germany,Field grass,Field grass,Forbs
178,Germany,Crataegus spp.,Hawthorn,Shrubs
178,Germany,Tilia spp.,Lime,Trees
178,Germany,Acer spp.,Maple,Trees
178,Germany,Quercus spp.,Oak,Trees
178,Germany,Avena sativa,Oats,Forbs
178,Germany,Oil flax,Oil flax,Forbs
178,Germany,Pyrus communis,Pear,Trees
178,Germany,Pyrus communis,Pear,Trees
178,Germany,Populus spp.,Poplar,Trees
178,Germany,Sorbus aucuparia,Rowan,Trees
178,Germany,Hippophae rhamnoides,Sea-buckthorn,Shrubs
133,Germany,Sorbus torminalis,Wild Service Tree,Trees
178,Germany,Amelanchier lamarckii,Snowy Mespilus,Shrubs
178,Germany,Sunflower,Sunflower,Forbs
178,Germany,Castanea sativa,Sweet Chestnut,Trees
309,UK,Triticum aestivum,Common Wheat,Forbs
178,Germany,Sorbus aria,Whitebeam,Trees
178,Germany,Prunus avium,Wild Cherry,Trees
135,Germany,Sorbus torminalis,Wild Service Tree,Trees
322,Belgium,Triticum aestivum,Common Wheat,Forbs
179,Germany,Prunus avium,Wild Cherry,Trees
184,UK,Alnus spp.,Alder (general),Trees
180,Czechia,Malus domestica,Apple,Trees
180,Czechia,Fraxinus spp.,Ash,Trees
180,Czechia,Prunus padus,Bird Cherry,Trees
180,Czechia,Juglans nigra,Black Walnut,Trees
180,Czechia,Rubus fruticosus,Blackberry,Shrubs
180,Czechia,Rosa canina,Dog Rose,Shrubs
180,Czechia,Cornus spp.,Dogwood,Shrubs
180,Czechia,Malus sylvestris,European Crab Apple,Trees
180,Czechia,Corylus avellana,European Hazel,Shrubs
180,Czechia,Carpinus betulus,European Hornbeam,Trees
180,Czechia,Tilia spp.,Lime,Trees
180,Czechia,Acer spp.,Maple,Trees
180,Czechia,Quercus spp.,Oak,Trees
180,Czechia,Pyrus communis,Pear,Trees
180,Czechia,Pyrus communis,Pear,Trees
180,Czechia,Prunus domestica,Plum,Trees
180,Czechia,Populus spp.,Poplar,Trees
180,Czechia,Rubus idaeus,Raspberry,Shrubs
180,Czechia,Hippophae rhamnoides,Sea-buckthorn,Shrubs
138,Germany,Sorbus torminalis,Wild Service Tree,Trees
180,Czechia,Castanea sativa,Sweet Chestnut,Trees
180,Czechia,Vegetables,Vegetables,Forbs
180,Czechia,Prunus avium,Wild Cherry,Trees
181,Italy,Triticum turgidum,Durum wheat,Forbs
181,Italy,Quercus robur,Pedunculate Oak,Trees
181,Italy,Populus spp.,Poplar,Trees
336,Germany,Triticum aestivum,Common Wheat,Forbs
182,UK,Cattle,Cattle,Animals
182,UK,Betula pubescens,Downy Birch,Trees
182,UK,Corylus avellana,European Hazel,Shrubs
182,UK,Larix decidua,European Larch,Trees
182,UK,Field grass,Field grass,Forbs
182,UK,Goats,Goats,Animals
182,UK,Ilex aquifolium,Holly,Shrubs
182,UK,Quercus spp.,Oak,Trees
182,UK,Sorbus aucuparia,Rowan,Trees
182,UK,Pinus sylvestris,Scots Pine,Trees
182,UK,Sheep,Sheep,Animals
182,UK,Acer pseudoplatanus,Sycamore Maple,Trees
192,UK,Alnus spp.,Alder (general),Trees
183,UK,Betula spp.,Birch,Trees
183,UK,Populus tremula,European Aspen,Trees
183,UK,Field grass,Field grass,Forbs
183,UK,Goats,Goats,Animals
183,UK,Quercus spp.,Oak,Trees
183,UK,Sorbus aucuparia,Rowan,Trees
183,UK,Sheep,Sheep,Animals
183,UK,Prunus avium,Wild Cherry,Trees
193,UK,Alnus spp.,Alder (general),Trees
184,UK,Fraxinus spp.,Ash,Trees
184,UK,Betula spp.,Birch,Trees
184,UK,Prunus padus,Bird Cherry,Trees
184,UK,Prunus spinosa,Blackthorn,Shrubs
184,UK,Cattle,Cattle,Animals
184,UK,Crataegus monogyna,Common Hawthorn,Shrubs
184,UK,Rosa canina,Dog Rose,Shrubs
184,UK,Sambucus nigra,Elder,Shrubs
184,UK,Populus tremula,European Aspen,Trees
184,UK,Fagus sylvatica,European Beech,Trees
184,UK,Malus sylvestris,European Crab Apple,Trees
184,UK,Corylus avellana,European Hazel,Shrubs
184,UK,Carpinus betulus,European Hornbeam,Trees
184,UK,Field grass,Field grass,Forbs
184,UK,Salix caprea,Goat Willow,Shrubs
184,UK,Quercus spp.,Oak,Trees
184,UK,Sorbus aucuparia,Rowan,Trees
184,UK,Pinus sylvestris,Scots Pine,Trees
184,UK,Tilia cordata,Small-leaved Lime,Trees
184,UK,Euonymus europaeus,Spindle,Shrubs
184,UK,Castanea sativa,Sweet Chestnut,Trees
184,UK,Acer pseudoplatanus,Sycamore Maple,Trees
184,UK,Sorbus aria,Whitebeam,Trees
184,UK,Prunus avium,Wild Cherry,Trees
185,UK,Fraxinus spp.,Ash,Trees
185,UK,Barley,Barley,Forbs
185,UK,Juglans nigra,Black Walnut,Trees
185,UK,Corylus avellana,European Hazel,Shrubs
185,UK,Field beans,Field beans,Forbs
185,UK,Avena sativa,Oats,Forbs
185,UK,Populus spp.,Poplar,Trees
185,UK,Rapeseed,Rapeseed,Forbs
185,UK,Acer pseudoplatanus,Sycamore Maple,Trees
341,Germany,Triticum aestivum,Common Wheat,Forbs
185,UK,Prunus avium,Wild Cherry,Trees
